,time,SSC (mg/L)
529,1996-03-13 00:00:00.000,38.15151515151515
530,1996-03-14 00:00:00.000,33.520833333333336
531,1996-03-15 00:00:00.000,32.875
532,1996-03-16 00:00:00.000,33.84375
533,1996-03-17 00:00:00.000,34.979166666666664
534,1996-03-18 00:00:00.000,35.90625
535,1996-03-19 00:00:00.000,35.541666666666664
536,1996-03-20 00:00:00.000,34.041666666666664
537,1996-03-21 00:00:00.000,32.541666666666664
538,1996-03-22 00:00:00.000,31.041666666666664
539,1996-03-23 00:00:00.000,29.541666666666664
540,1996-03-24 00:00:00.000,28.041666666666664
541,1996-03-25 00:00:00.000,27.37735849056604
542,1996-03-26 00:00:00.000,26.5
543,1996-03-27 00:00:00.000,25.375
544,1996-03-28 00:00:00.000,25.229166666666668
545,1996-03-29 00:00:00.000,24.822916666666668
546,1996-03-30 00:00:00.000,23.75
547,1996-03-31 00:00:00.000,24.729166666666668
548,1996-04-01 00:00:00.000,27.083333333333332
549,1996-04-02 00:00:00.000,27.927083333333332
550,1996-04-03 00:00:00.000,28.552083333333332
551,1996-04-04 00:00:00.000,28.896551724137932
552,1996-04-05 00:00:00.000,29.0
553,1996-04-06 00:00:00.000,29.0
554,1996-04-07 00:00:00.000,30.0
555,1996-04-08 00:00:00.000,30.0
556,1996-04-09 00:00:00.000,30.49019607843137
557,1996-04-10 00:00:00.000,30.625
558,1996-04-11 00:00:00.000,31.25
559,1996-04-12 00:00:00.000,32.166666666666664
560,1996-04-13 00:00:00.000,36.010416666666664
561,1996-04-14 00:00:00.000,42.0
562,1996-04-15 00:00:00.000,42.239583333333336
563,1996-04-16 00:00:00.000,39.81578947368421
564,1996-04-17 00:00:00.000,32.958333333333336
565,1996-04-18 00:00:00.000,32.708333333333336
566,1996-04-19 00:00:00.000,30.59375
567,1996-04-20 00:00:00.000,28.21875
568,1996-04-21 00:00:00.000,26.96842105263158
569,1996-04-22 00:00:00.000,24.28421052631579
570,1996-04-23 00:00:00.000,23.273684210526316
571,1996-04-24 00:00:00.000,24.270833333333332
572,1996-04-25 00:00:00.000,29.739583333333332
573,1996-04-26 00:00:00.000,31.43617021276596
574,1996-04-27 00:00:00.000,23.072916666666668
575,1996-04-28 00:00:00.000,24.583333333333332
